record_id,split,stance_code,stance_category,annotator_1_labels,annotator_2_labels,adjudicated_gold_labels
ATTR-DEV-0474,dev,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0475,dev,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-DEV-0476,dev,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-DEV-0477,dev,3,Delayed vaccination,"[""B7a"",""C1d""]","[""C1b"",""C1c""]","[""B7a""]"
ATTR-DEV-0478,dev,3,Delayed vaccination,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-DEV-0479,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0480,dev,3,Delayed vaccination,"[""C1c""]","[""A3d""]","[""C1c""]"
ATTR-DEV-0481,dev,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0482,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0483,dev,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-DEV-0484,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0485,dev,4,Vaccine refusal,"[""B5a"",""B7a""]","[""B5a""]","[""B5b""]"
ATTR-DEV-0486,dev,4,Vaccine refusal,"[""B5b""]","[""B5b""]","[""B5b""]"
ATTR-DEV-0487,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0488,dev,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-DEV-0489,dev,4,Vaccine refusal,"[""A2a"",""C2a""]","[""A2e"",""C2a""]","[""A2a"",""C2a""]"
ATTR-DEV-0490,dev,4,Vaccine refusal,"[""B6a""]","[""B2a""]","[""B2a""]"
ATTR-DEV-0491,dev,4,Vaccine refusal,"[""B2c"",""B3b""]","[""B2c"",""B3b""]","[""B2c"",""B3b""]"
ATTR-DEV-0492,dev,4,Vaccine refusal,"[""B4a""]","[""B2d"",""B4a""]","[""B4a""]"
ATTR-DEV-0493,dev,4,Vaccine refusal,"[""A1a""]","[""C2a""]","[""C2a""]"
ATTR-DEV-0494,dev,4,Vaccine refusal,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0495,dev,4,Vaccine refusal,"[""A2a"",""A2c"",""B1b""]","[""A2a"",""A2c"",""B1b""]","[""A2a"",""A2c"",""B1b""]"
ATTR-DEV-0496,dev,4,Vaccine refusal,"[""B1b""]","[""B1b"",""B2d"",""B6a""]","[""B1b""]"
ATTR-DEV-0497,dev,3,Delayed vaccination,"[""A3d""]","[""B6a""]","[""A3d""]"
ATTR-DEV-0498,dev,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A1c""]"
ATTR-DEV-0499,dev,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-DEV-0500,dev,4,Vaccine refusal,"[""A1c"",""A2c""]","[""A2a"",""A2c""]","[""A2a"",""A2c""]"
ATTR-TEST-0001,test,3,Delayed vaccination,"[""A1a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0002,test,3,Delayed vaccination,"[""C1c""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0003,test,3,Delayed vaccination,"[""A1d"",""C3a""]","[""A1d"",""C3a""]","[""A1d"",""C3a""]"
ATTR-TEST-0004,test,3,Delayed vaccination,"[""A1a"",""B6a"",""C4a""]","[""A1a"",""B6a"",""C4a""]","[""A1a"",""B6a"",""C4a""]"
ATTR-TEST-0005,test,3,Delayed vaccination,"[""C1c"",""C4c""]","[""B6a"",""C4c""]","[""B6a"",""C4c""]"
ATTR-TEST-0006,test,3,Delayed vaccination,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0007,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0008,test,3,Delayed vaccination,"[""C1b"",""C4a""]","[""C1b"",""C4a""]","[""C1b"",""C4a""]"
ATTR-TEST-0009,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0010,test,3,Delayed vaccination,"[""B7a"",""C1b""]","[""B7a"",""C1b""]","[""B7a"",""C1b""]"
ATTR-TEST-0011,test,3,Delayed vaccination,"[""A3c"",""B3b"",""C1c""]","[""A3c"",""A3d"",""B3b""]","[""A3c"",""B3b"",""C1c""]"
ATTR-TEST-0012,test,3,Delayed vaccination,"[""C2a""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0013,test,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0014,test,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0015,test,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0016,test,3,Delayed vaccination,"[""B4a""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0017,test,3,Delayed vaccination,"[""D0""]","[""A1a""]","[""D0""]"
ATTR-TEST-0018,test,3,Delayed vaccination,"[""A3a"",""B1b""]","[""A3a"",""B1b""]","[""A3a"",""B1b""]"
ATTR-TEST-0019,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0020,test,3,Delayed vaccination,"[""A2d"",""A2c"",""A2e""]","[""A2d"",""A2a""]","[""A2d""]"
ATTR-TEST-0021,test,3,Delayed vaccination,"[""B4a""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0022,test,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0023,test,3,Delayed vaccination,"[""B1c"",""B2d"",""C2a""]","[""B2d""]","[""B1c"",""B2d"",""C2a""]"
ATTR-TEST-0024,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0025,test,3,Delayed vaccination,"[""B1b"",""B1c""]","[""B1c"",""B7a""]","[""B1b"",""B1c""]"
ATTR-TEST-0026,test,3,Delayed vaccination,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-TEST-0027,test,3,Delayed vaccination,"[""A2a"",""A3d"",""B4a""]","[""A2a"",""A3d"",""B4a""]","[""A2a"",""A3d"",""B4a""]"
ATTR-TEST-0028,test,3,Delayed vaccination,"[""A2a"",""B6a""]","[""A2a"",""B6a""]","[""A2a"",""B6a""]"
ATTR-TEST-0029,test,3,Delayed vaccination,"[""A1a""]","[""D0""]","[""D0""]"
ATTR-TEST-0030,test,3,Delayed vaccination,"[""A1c"",""B6a""]","[""A1c"",""B6a""]","[""A1c"",""B6a""]"
ATTR-TEST-0031,test,3,Delayed vaccination,"[""C2a""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0032,test,3,Delayed vaccination,"[""C1b""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0033,test,3,Delayed vaccination,"[""B6a""]","[""C1c""]","[""B6a""]"
ATTR-TEST-0034,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0035,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0036,test,3,Delayed vaccination,"[""C3b"",""C3f"",""C4b""]","[""C3b"",""C3f"",""C4b""]","[""C3b"",""C3f"",""C4b""]"
ATTR-TEST-0037,test,3,Delayed vaccination,"[""B6a"",""C4b""]","[""B6a"",""C4b""]","[""B6a"",""C4b""]"
ATTR-TEST-0038,test,3,Delayed vaccination,"[""A1a"",""A2a"",""B6a""]","[""A1a"",""A3d"",""B6a""]","[""A1a"",""A2a"",""B6a""]"
ATTR-TEST-0039,test,3,Delayed vaccination,"[""A2a""]","[""A3e""]","[""A2a""]"
ATTR-TEST-0040,test,3,Delayed vaccination,"[""A3d""]","[""A3b""]","[""A3d""]"
ATTR-TEST-0041,test,3,Delayed vaccination,"[""A1c""]","[""B5b""]","[""A1c""]"
ATTR-TEST-0042,test,3,Delayed vaccination,"[""B3a""]","[""B3a""]","[""B3a""]"
ATTR-TEST-0043,test,3,Delayed vaccination,"[""A2a""]","[""A1a""]","[""A2a""]"
ATTR-TEST-0044,test,3,Delayed vaccination,"[""C1c""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0045,test,3,Delayed vaccination,"[""B3a""]","[""B3a""]","[""B3a""]"
ATTR-TEST-0046,test,3,Delayed vaccination,"[""A1c"",""B6a""]","[""A3d"",""B6a""]","[""A1c"",""B6a""]"
ATTR-TEST-0047,test,3,Delayed vaccination,"[""B3b""]","[""B3b""]","[""B3b""]"
ATTR-TEST-0048,test,3,Delayed vaccination,"[""A3a"",""B6a""]","[""A3a"",""B6a""]","[""A3a"",""B6a""]"
ATTR-TEST-0049,test,3,Delayed vaccination,"[""A2c""]","[""A2c""]","[""A2c""]"
ATTR-TEST-0050,test,3,Delayed vaccination,"[""A2a"",""B2b""]","[""A2a"",""B2b""]","[""A2a"",""B2b""]"
ATTR-TEST-0051,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0052,test,3,Delayed vaccination,"[""B2a"",""B2b""]","[""B2a"",""B2b""]","[""B2a"",""B2b""]"
ATTR-TEST-0053,test,3,Delayed vaccination,"[""A3b""]","[""A3b""]","[""A3b""]"
ATTR-TEST-0054,test,3,Delayed vaccination,"[""A3d"",""B6a""]","[""A1c"",""A3d""]","[""A1c"",""A3d""]"
ATTR-TEST-0055,test,3,Delayed vaccination,"[""A3a""]","[""A1c""]","[""A3a""]"
ATTR-TEST-0056,test,3,Delayed vaccination,"[""B6a""]","[""B1a"",""B2a""]","[""B6a""]"
ATTR-TEST-0057,test,3,Delayed vaccination,"[""A2a"",""A2e"",""A2b""]","[""A2c""]","[""A2a""]"
ATTR-TEST-0058,test,3,Delayed vaccination,"[""A1a""]","[""C1d""]","[""C1d""]"
ATTR-TEST-0059,test,3,Delayed vaccination,"[""C1c""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0060,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0061,test,3,Delayed vaccination,"[""A3d""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0062,test,3,Delayed vaccination,"[""A1c"",""B6a""]","[""A2a"",""B6a""]","[""A2a"",""B6a""]"
ATTR-TEST-0063,test,4,Vaccine refusal,"[""A1d"",""C3a"",""C3c""]","[""A1d"",""A2a"",""B6a""]","[""A1d"",""C3a"",""C3c""]"
ATTR-TEST-0064,test,4,Vaccine refusal,"[""A2a"",""C4d""]","[""A2a"",""C4d""]","[""A2a"",""C4d""]"
ATTR-TEST-0065,test,4,Vaccine refusal,"[""A2c"",""B2b""]","[""A2c"",""B2b""]","[""A2c"",""B2b""]"
ATTR-TEST-0066,test,4,Vaccine refusal,"[""B1b""]","[""D0""]","[""B1b""]"
ATTR-TEST-0067,test,4,Vaccine refusal,"[""A2e"",""B1b"",""C4d""]","[""A2e"",""B1b"",""C4d""]","[""A2e"",""B1b"",""C4d""]"
ATTR-TEST-0068,test,4,Vaccine refusal,"[""B7a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0069,test,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0070,test,4,Vaccine refusal,"[""A1b"",""A1d"",""C3a""]","[""A1b"",""C2a"",""C3a""]","[""A1b"",""C2a"",""C3a""]"
ATTR-TEST-0071,test,4,Vaccine refusal,"[""A1c"",""A1d""]","[""A1a"",""A1b""]","[""A1c""]"
ATTR-TEST-0072,test,4,Vaccine refusal,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0073,test,4,Vaccine refusal,"[""A1c"",""C3e""]","[""C3b""]","[""A1c"",""C3e""]"
ATTR-TEST-0074,test,4,Vaccine refusal,"[""A1c"",""A2a""]","[""A1c"",""A2a""]","[""A1c"",""A2a""]"
ATTR-TEST-0075,test,4,Vaccine refusal,"[""B1c"",""B2c"",""C4a""]","[""B1c"",""B2c"",""C4a""]","[""B1c"",""B2c"",""C4a""]"
ATTR-TEST-0076,test,4,Vaccine refusal,"[""A1c"",""A3c""]","[""A3c"",""B5a""]","[""A3c"",""B5a""]"
ATTR-TEST-0077,test,4,Vaccine refusal,"[""A2a""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0078,test,4,Vaccine refusal,"[""B4a"",""C3f"",""C4b""]","[""B5a"",""C3f"",""C4b""]","[""B4a"",""C3f"",""C4b""]"
ATTR-TEST-0079,test,4,Vaccine refusal,"[""C4d""]","[""C4d""]","[""C4d""]"
ATTR-TEST-0080,test,4,Vaccine refusal,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0081,test,4,Vaccine refusal,"[""A1c"",""A1d"",""C4d""]","[""A1c"",""A1d"",""C4d""]","[""A1c"",""A1d"",""C4d""]"
ATTR-TEST-0082,test,4,Vaccine refusal,"[""A2a"",""B2c"",""B5a""]","[""B2c"",""B5a"",""C3f""]","[""A2a"",""B2c"",""B5a""]"
ATTR-TEST-0083,test,4,Vaccine refusal,"[""A1c"",""C3d""]","[""A1c"",""C3d""]","[""A1c"",""C3d""]"
ATTR-TEST-0084,test,4,Vaccine refusal,"[""B2d"",""B7a""]","[""B2a"",""B2d""]","[""B2a"",""B2d""]"
ATTR-TEST-0085,test,4,Vaccine refusal,"[""A2a"",""B5a""]","[""A2c"",""B1a""]","[""A2c"",""B1a""]"
ATTR-TEST-0086,test,4,Vaccine refusal,"[""C2a"",""C4c""]","[""C2a"",""C4c""]","[""C2a"",""C4c""]"
ATTR-TEST-0087,test,4,Vaccine refusal,"[""B5a""]","[""B5a""]","[""B5a""]"
ATTR-TEST-0088,test,3,Delayed vaccination,"[""A1c""]","[""C1c""]","[""A1c""]"
ATTR-TEST-0089,test,3,Delayed vaccination,"[""B3a"",""B6a""]","[""B3a"",""B6a""]","[""B3a"",""B6a""]"
ATTR-TEST-0090,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0091,test,3,Delayed vaccination,"[""A3d""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0092,test,3,Delayed vaccination,"[""A1c""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0093,test,3,Delayed vaccination,"[""A2e""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0094,test,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-TEST-0095,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0096,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0097,test,3,Delayed vaccination,"[""A2a"",""B6a"",""C4c""]","[""A1c"",""B6a"",""C4c""]","[""A1c"",""B6a"",""C4c""]"
ATTR-TEST-0098,test,3,Delayed vaccination,"[""C3f""]","[""C3f""]","[""C3f""]"
ATTR-TEST-0099,test,3,Delayed vaccination,"[""B5a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0100,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0101,test,3,Delayed vaccination,"[""D0""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0102,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0103,test,3,Delayed vaccination,"[""B7a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0104,test,3,Delayed vaccination,"[""B5b""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0105,test,3,Delayed vaccination,"[""A1c""]","[""A1b"",""B1a""]","[""A1c""]"
ATTR-TEST-0106,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0107,test,3,Delayed vaccination,"[""C1c""]","[""A3d""]","[""C1c""]"
ATTR-TEST-0108,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0109,test,3,Delayed vaccination,"[""A3b"",""B6a"",""C4b""]","[""A3b"",""C1c"",""C4b""]","[""A3b"",""C1c"",""C4b""]"
ATTR-TEST-0110,test,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0111,test,3,Delayed vaccination,"[""B1b"",""B1c""]","[""B1b"",""B1a""]","[""B1b""]"
ATTR-TEST-0112,test,3,Delayed vaccination,"[""A1c""]","[""C2a""]","[""A1c""]"
ATTR-TEST-0113,test,3,Delayed vaccination,"[""B1c""]","[""B5a""]","[""B1c""]"
ATTR-TEST-0114,test,3,Delayed vaccination,"[""C1b"",""C4a""]","[""C1b"",""C4a""]","[""C1b"",""C4a""]"
ATTR-TEST-0115,test,3,Delayed vaccination,"[""A3d""]","[""D0""]","[""A3d""]"
ATTR-TEST-0116,test,3,Delayed vaccination,"[""C4c""]","[""C4c""]","[""C4c""]"
ATTR-TEST-0117,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0118,test,3,Delayed vaccination,"[""A3a""]","[""A3a""]","[""A3a""]"
ATTR-TEST-0119,test,3,Delayed vaccination,"[""A3d"",""B7a""]","[""A3d"",""B7a""]","[""A3d"",""B7a""]"
ATTR-TEST-0120,test,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0121,test,3,Delayed vaccination,"[""B7a""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0122,test,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-TEST-0123,test,3,Delayed vaccination,"[""A1c"",""A1b""]","[""A1d"",""A1a""]","[""A1c""]"
ATTR-TEST-0124,test,3,Delayed vaccination,"[""A1c""]","[""C1c""]","[""A1c""]"
ATTR-TEST-0125,test,3,Delayed vaccination,"[""C1c""]","[""C1c""]","[""C1c""]"
ATTR-TEST-0126,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0127,test,3,Delayed vaccination,"[""A3d""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0128,test,3,Delayed vaccination,"[""C1b""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0129,test,3,Delayed vaccination,"[""A2a"",""C4c""]","[""A2a"",""C4c""]","[""A2a"",""C4c""]"
ATTR-TEST-0130,test,3,Delayed vaccination,"[""C1b""]","[""C1b""]","[""C1b""]"
ATTR-TEST-0131,test,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""B6a""]"
ATTR-TEST-0132,test,3,Delayed vaccination,"[""A1a"",""C3f""]","[""A1a"",""C3f""]","[""A1a"",""C3f""]"
ATTR-TEST-0133,test,3,Delayed vaccination,"[""C1b""]","[""B6a""]","[""C1b""]"
ATTR-TEST-0134,test,3,Delayed vaccination,"[""C1b""]","[""A2a""]","[""C1b""]"
ATTR-TEST-0135,test,3,Delayed vaccination,"[""C1b"",""C3f"",""C4a""]","[""B6a"",""C3f"",""C4a""]","[""B6a"",""C3f"",""C4a""]"
ATTR-TEST-0136,test,3,Delayed vaccination,"[""B6a"",""C1d""]","[""B4a"",""C1d""]","[""B6a"",""C1d""]"
ATTR-TEST-0137,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0138,test,3,Delayed vaccination,"[""A1a"",""A1b""]","[""A1c"",""A1d""]","[""A1c""]"
ATTR-TEST-0139,test,3,Delayed vaccination,"[""A2b""]","[""A2b"",""A2a""]","[""A2a""]"
ATTR-TEST-0140,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0141,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0142,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0143,test,3,Delayed vaccination,"[""B4a"",""B7a""]","[""B4a"",""B5a""]","[""B4a"",""B5a""]"
ATTR-TEST-0144,test,3,Delayed vaccination,"[""B5b""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0145,test,3,Delayed vaccination,"[""A1d"",""A3d""]","[""A1d"",""A3d""]","[""A1d"",""A3d""]"
ATTR-TEST-0146,test,3,Delayed vaccination,"[""A2e""]","[""A2e""]","[""A2e""]"
ATTR-TEST-0147,test,3,Delayed vaccination,"[""A3e"",""C1b""]","[""A1a"",""C1c""]","[""A3e"",""C1b""]"
ATTR-TEST-0148,test,3,Delayed vaccination,"[""A2a""]","[""A3d""]","[""A2a""]"
ATTR-TEST-0149,test,3,Delayed vaccination,"[""A2c"",""B2a""]","[""A2c"",""B2a""]","[""A2c"",""B2a""]"
ATTR-TEST-0150,test,3,Delayed vaccination,"[""A2a""]","[""B6a""]","[""A2a""]"
ATTR-TEST-0151,test,3,Delayed vaccination,"[""B3b"",""B6a""]","[""B3b"",""B6a""]","[""B3b"",""B6a""]"
ATTR-TEST-0152,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0153,test,3,Delayed vaccination,"[""B6a"",""C4a"",""C4b""]","[""B6a"",""C4c""]","[""B6a""]"
ATTR-TEST-0154,test,3,Delayed vaccination,"[""A2e""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0155,test,3,Delayed vaccination,"[""C1d""]","[""C1d""]","[""C1d""]"
ATTR-TEST-0156,test,3,Delayed vaccination,"[""C1d""]","[""C1b"",""C3f""]","[""C1d""]"
ATTR-TEST-0157,test,3,Delayed vaccination,"[""A1a""]","[""C1d""]","[""A1a""]"
ATTR-TEST-0158,test,3,Delayed vaccination,"[""A3b""]","[""A3b""]","[""A3b""]"
ATTR-TEST-0159,test,3,Delayed vaccination,"[""C2a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0160,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0161,test,3,Delayed vaccination,"[""A3d"",""A3c""]","[""A3e"",""A3a""]","[""A3d""]"
ATTR-TEST-0162,test,3,Delayed vaccination,"[""A2a""]","[""B7a""]","[""A2a""]"
ATTR-TEST-0163,test,3,Delayed vaccination,"[""A1c""]","[""B5b""]","[""A1c""]"
ATTR-TEST-0164,test,3,Delayed vaccination,"[""A2a""]","[""A1a""]","[""A2a""]"
ATTR-TEST-0165,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0166,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0167,test,3,Delayed vaccination,"[""C3f""]","[""C3f"",""C3b""]","[""C3b""]"
ATTR-TEST-0168,test,3,Delayed vaccination,"[""B6a""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0169,test,3,Delayed vaccination,"[""B3b"",""B6a""]","[""B3b"",""B6a""]","[""B3b"",""B6a""]"
ATTR-TEST-0170,test,3,Delayed vaccination,"[""B4a""]","[""A1c""]","[""B4a""]"
ATTR-TEST-0171,test,3,Delayed vaccination,"[""B7a""]","[""B7a""]","[""B7a""]"
ATTR-TEST-0172,test,3,Delayed vaccination,"[""A1c""]","[""A2a""]","[""A1c""]"
ATTR-TEST-0173,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0174,test,3,Delayed vaccination,"[""C1d""]","[""A1b""]","[""C1d""]"
ATTR-TEST-0175,test,3,Delayed vaccination,"[""A1c""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0176,test,3,Delayed vaccination,"[""B7a""]","[""B7a""]","[""B7a""]"
ATTR-TEST-0177,test,3,Delayed vaccination,"[""A2d""]","[""A2d""]","[""A2d""]"
ATTR-TEST-0178,test,3,Delayed vaccination,"[""A2d""]","[""A1c""]","[""A1c""]"
ATTR-TEST-0179,test,3,Delayed vaccination,"[""A1c"",""A1b""]","[""A1c"",""A1d""]","[""A1c""]"
ATTR-TEST-0180,test,3,Delayed vaccination,"[""A2a"",""A2c""]","[""A2d""]","[""A2a""]"
ATTR-TEST-0181,test,3,Delayed vaccination,"[""C2a""]","[""C2a""]","[""C2a""]"
ATTR-TEST-0182,test,3,Delayed vaccination,"[""B5a"",""C1c"",""C2a""]","[""C2a""]","[""B5a"",""C1c"",""C2a""]"
ATTR-TEST-0183,test,3,Delayed vaccination,"[""A2d"",""A2a""]","[""A2d""]","[""A2a""]"
ATTR-TEST-0184,test,3,Delayed vaccination,"[""B6a""]","[""B7a""]","[""B6a""]"
ATTR-TEST-0185,test,3,Delayed vaccination,"[""B5b""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0186,test,3,Delayed vaccination,"[""B1c""]","[""A1a""]","[""B1c""]"
ATTR-TEST-0187,test,3,Delayed vaccination,"[""B7a""]","[""C1c""]","[""B7a""]"
ATTR-TEST-0188,test,3,Delayed vaccination,"[""C1a""]","[""A3d""]","[""C1a""]"
ATTR-TEST-0189,test,3,Delayed vaccination,"[""A3d"",""C1d""]","[""A3d"",""C1d""]","[""A3d"",""C1d""]"
ATTR-TEST-0190,test,3,Delayed vaccination,"[""B5a"",""C1b""]","[""B6a"",""C1b""]","[""B5a"",""C1b""]"
ATTR-TEST-0191,test,3,Delayed vaccination,"[""A1c""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0192,test,3,Delayed vaccination,"[""B6a""]","[""A2a""]","[""B6a""]"
ATTR-TEST-0193,test,3,Delayed vaccination,"[""A3b"",""B6a"",""C4b""]","[""A1b"",""A3b"",""C4b""]","[""A3b"",""B6a"",""C4b""]"
ATTR-TEST-0194,test,3,Delayed vaccination,"[""A2d"",""C4a""]","[""B1b"",""C4a""]","[""A2d"",""C4a""]"
ATTR-TEST-0195,test,3,Delayed vaccination,"[""B6a"",""C4b""]","[""B6a"",""C4b""]","[""B6a"",""C4b""]"
ATTR-TEST-0196,test,3,Delayed vaccination,"[""A2b"",""A2d""]","[""A2b"",""B6a""]","[""A2b"",""B6a""]"
ATTR-TEST-0197,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0198,test,3,Delayed vaccination,"[""D0""]","[""D0""]","[""D0""]"
ATTR-TEST-0199,test,3,Delayed vaccination,"[""C1c"",""C4a""]","[""C1c"",""C4a""]","[""C1c"",""C4a""]"
ATTR-TEST-0200,test,3,Delayed vaccination,"[""C1c""]","[""A2e""]","[""C1c""]"
ATTR-TEST-0201,test,3,Delayed vaccination,"[""B2a"",""C1c"",""C4a""]","[""B2a"",""C1b"",""C4a""]","[""B2a"",""C1c"",""C4a""]"
ATTR-TEST-0202,test,3,Delayed vaccination,"[""B7a""]","[""C1d""]","[""B7a""]"
ATTR-TEST-0203,test,3,Delayed vaccination,"[""A1a""]","[""A1a""]","[""A1a""]"
ATTR-TEST-0204,test,3,Delayed vaccination,"[""A3d""]","[""A3d""]","[""A3d""]"
ATTR-TEST-0205,test,3,Delayed vaccination,"[""A1c""]","[""B4a""]","[""A1c""]"
ATTR-TEST-0206,test,3,Delayed vaccination,"[""A3d""]","[""C2a""]","[""A3d""]"
ATTR-TEST-0207,test,3,Delayed vaccination,"[""A2d""]","[""A2d""]","[""A2d""]"
ATTR-TEST-0208,test,3,Delayed vaccination,"[""A2a""]","[""A2a""]","[""A2a""]"
ATTR-TEST-0209,test,3,Delayed vaccination,"[""B5a""]","[""B4a""]","[""B4a""]"
ATTR-TEST-0210,test,3,Delayed vaccination,"[""B6a""]","[""B6a""]","[""B6a""]"
ATTR-TEST-0211,test,3,Delayed vaccination,"[""A2d""]","[""A2d""]","[""A2d""]"
ATTR-TEST-0212,test,3,Delayed vaccination,"[""A2a""]","[""A1c""]","[""A2a""]"
ATTR-TEST-0213,test,3,Delayed vaccination,"[""B5b""]","[""A1c""]","[""A1c""]"
